iter	Logloss
399	0.2843468857
400	0.283941803
401	0.2837377167
402	0.2835700798
403	0.2832851791
404	0.2830052567
405	0.2826613998
406	0.2824716949
407	0.2822354507
408	0.2819788742
409	0.2816243553
410	0.281319046
411	0.281037178
412	0.2808041573
413	0.280478344
414	0.2803005981
415	0.2801186943
416	0.2798465538
417	0.2794800186
418	0.2792251968
419	0.278887825
420	0.2786197853
421	0.2784428406
422	0.2780664825
423	0.277701149
424	0.2775447655
425	0.2773517418
426	0.2770170593
427	0.2766963577
428	0.2763581848
429	0.2760811615
430	0.2758638
431	0.2754904938
432	0.2751948166
433	0.2749715805
434	0.2748343277
435	0.2744394684
436	0.2742195511
437	0.2739776802
438	0.2737722015
439	0.273399334
440	0.2731611252
441	0.2729121399
442	0.2726325607
443	0.2720499039
444	0.2717447662
445	0.2713737679
446	0.2712064362
447	0.2710059738
448	0.2707810974
449	0.2705184174
450	0.2701912308
451	0.2700221443
452	0.2696611404
453	0.269592247
454	0.269377861
455	0.2691288567
456	0.2688989449
457	0.2685991287
458	0.2684007835
459	0.2682129288
460	0.2680591583
461	0.2677575111
462	0.2673637009
463	0.2670696449
464	0.2667342758
465	0.2663801003
466	0.2660964966
467	0.2658343124
468	0.2656826019
469	0.2652305794
470	0.2648908615
471	0.2647505569
472	0.2645442963
473	0.2642313004
474	0.2640150452
475	0.2637393761
476	0.2634849739
477	0.2631521988
478	0.2629582977
479	0.2627849197
480	0.2625075531
481	0.262314415
482	0.2620985413
483	0.2619288254
484	0.2617220306
485	0.2615205002
486	0.2610464859
487	0.2607926941
488	0.2605531693
489	0.2602986145
490	0.2598291779
491	0.2596038246
492	0.259295578
493	0.2590275764
494	0.2588963318
495	0.2586837006
496	0.2585795021
497	0.2583495522
498	0.2582348442
499	0.2578839684
500	0.2575916862
501	0.2572932053
502	0.2569449997
503	0.2567570114
504	0.2566466904
505	0.2563769913
506	0.2559694672
507	0.2555871582
508	0.2553648758
509	0.2551617813
510	0.2549578476
511	0.2548168373
512	0.254564743
513	0.2543602753
514	0.2541444397
515	0.2539329529
516	0.2537237167
517	0.2534982681
518	0.2531801796
519	0.2530075455
520	0.2528777504
521	0.2526287651
522	0.2523931122
523	0.2521595192
524	0.2519891167
525	0.2514996719
526	0.2511864662
527	0.2510220718
528	0.2508478546
529	0.2506214714
530	0.2503962135
531	0.2500613785
532	0.2497691345
533	0.2495879745
534	0.2493342972
535	0.24914114
536	0.2489181328
537	0.2486349869
538	0.2483647156
539	0.248025322
540	0.2478783798
541	0.2476699066
542	0.2473118973
543	0.2470808792
544	0.2466579819
545	0.2462734222
546	0.2460052681
547	0.2457713509
548	0.2455220032
549	0.2451564789
550	0.2450193214
551	0.2448143578
552	0.2446252251
553	0.2444639778
554	0.2443325424
555	0.2441101456
556	0.243893013
557	0.2437584114
558	0.2433791542
559	0.243162899
560	0.2429322815
561	0.2426803017
562	0.2425932693
563	0.2424981308
564	0.2423025513
565	0.242133007
566	0.2418665314
567	0.2416917038
568	0.2414474869
569	0.24117733
570	0.2409886551
571	0.2408086395
572	0.240533905
573	0.2402796745
574	0.2400014877
575	0.239682579
576	0.2394057465
577	0.2391379547
578	0.2389318657
579	0.238753624
580	0.2386066628
581	0.2384277725
582	0.2382710648
583	0.2380830765
584	0.2379204559
585	0.2377058411
586	0.2373519516
587	0.2371247482
588	0.236911602
589	0.2367033768
590	0.2365410995
591	0.2363165283
592	0.2361717606
593	0.235988121
594	0.235749054
595	0.2355314255
596	0.2353188896
597	0.235148201
598	0.2348406601
599	0.2346815681
600	0.2344543457
601	0.2342561913
602	0.2340652657
603	0.2338643837
604	0.233596344
605	0.2334135818
606	0.2332219887
607	0.2329912186
608	0.2327931976
609	0.2326182938
610	0.2323184967
611	0.2321877289
612	0.2319805145
613	0.2317784119
614	0.2316205215
615	0.2314308548
616	0.2312052155
617	0.2310177231
618	0.2307855988
619	0.2305423355
620	0.230207386
621	0.2300996208
622	0.2298739624
623	0.2296743393
624	0.2293197823
625	0.2291649628
626	0.2289866257
627	0.2286848068
628	0.2285157967
629	0.2282300949
630	0.2280634499
631	0.2279174614
632	0.2277809906
633	0.2275139236
634	0.2273664093
635	0.227079277
636	0.2269053078
637	0.2267594528
638	0.2265877724
639	0.2263737106
640	0.226295414
641	0.2260506821
642	0.2258442688
643	0.2257185173
644	0.2255839539
645	0.2254464531
646	0.2252260017
647	0.2250880814
648	0.2249147415
649	0.2248136139
650	0.2246449661
651	0.2244529343
652	0.2242532921
653	0.224101429
654	0.2239306641
655	0.2236863899
656	0.2233665276
657	0.2230357742
658	0.2228095436
659	0.2226681328
660	0.2225139809
661	0.2224265671
662	0.2222393036
663	0.2219154167
664	0.2217036057
665	0.2214135361
666	0.2211643219
667	0.2209827423
668	0.2208472443
669	0.2205821991
670	0.2204254913
671	0.2200592041
672	0.2198213577
673	0.2196032524
674	0.2193016815
675	0.2189306831
676	0.2185590935
677	0.2183852959
678	0.2182154274
679	0.217984848
680	0.2178398895
681	0.2175612831
682	0.2173542786
683	0.217116127
684	0.2169316483
685	0.2166442871
686	0.2163433838
687	0.216109848
688	0.2159254837
689	0.215725441
690	0.2155953979
691	0.2152332878
692	0.2151320267
693	0.214940834
694	0.214727211
695	0.2145714378
696	0.2144159698
697	0.2141823959
698	0.2140636444
699	0.2138835144
700	0.2135543442
701	0.2133989716
702	0.2132820702
703	0.2131443596
704	0.2130324554
705	0.2127831078
706	0.2124128723
707	0.2122500801
708	0.2118961525
709	0.211660347
710	0.2115494919
711	0.2112726212
712	0.2110622215
713	0.2107733154
714	0.210506916
715	0.2103323555
716	0.210175457
717	0.2100086212
718	0.2099117661
719	0.2097887611
720	0.2096633148
721	0.2095985985
722	0.209302597
723	0.2091161346
724	0.2088088989
725	0.2085840988
726	0.2084302902
727	0.2081961823
728	0.2080549812
729	0.2079135132
730	0.2077582932
731	0.2074962616
732	0.2073651123
733	0.2071890259
734	0.2070317841
735	0.2068519592
736	0.2066980743
737	0.2065849876
738	0.206348114
739	0.2061293793
740	0.2058621216
741	0.2055878258
742	0.2054483604
743	0.2052725601
744	0.2050017166
745	0.2048405838
746	0.2046123505
747	0.204317894
748	0.2042127037
749	0.2041524696
750	0.2039657593
751	0.2037974739
752	0.2034603119
753	0.2032273102
754	0.203003788
755	0.2028125381
756	0.2026721954
757	0.2025341034
758	0.2024506378
759	0.2022460365
760	0.2020812416
761	0.2018999863
762	0.2016957855
763	0.201472187
764	0.2013205719
765	0.2011237717
766	0.2007754898
767	0.2006513405
768	0.2005167389
769	0.2004384232
770	0.2002993393
771	0.2000066376
772	0.199824295
773	0.1995967484
774	0.1993408394
775	0.1991261864
776	0.1989543915
777	0.1987515831
778	0.1985976791
779	0.198312397
780	0.1981823158
781	0.1978793335
782	0.1977118683
783	0.1975282097
784	0.1972980881
785	0.197145977
786	0.1969601059
787	0.1967901993
788	0.196609993
789	0.196380806
790	0.1961048889
791	0.1959428787
792	0.1957594109
793	0.1955637932
794	0.195196991
795	0.1950802803
796	0.194984436
797	0.1948086548
798	0.1946929359
799	0.1945358467
800	0.1944296455
801	0.1942741966
802	0.1940552521
803	0.1938815308
804	0.1935296822
805	0.1933224106
806	0.1932248688
807	0.1930926514
808	0.1929684448
809	0.1928881454
810	0.1927147865
811	0.1925605774
812	0.1924682045
813	0.1923238373
814	0.1921116066
815	0.1917650223
816	0.1915770721
817	0.1913636017
818	0.191156292
819	0.1910270691
820	0.1909843254
821	0.1908647156
822	0.1907131195
823	0.1905998039
824	0.1903576279
825	0.19022995
826	0.1900735664
827	0.1898856354
828	0.1897071838
829	0.1895975876
830	0.1894048119
831	0.1892453003
832	0.1890579033
833	0.1889399719
834	0.188833828
835	0.1887555885
836	0.1886258316
837	0.1883534431
838	0.1881941223
839	0.1880986214
840	0.1878754044
841	0.1877868462
842	0.1875449181
843	0.1873901558
844	0.1871928978
845	0.1869965744
846	0.1868883133
847	0.1867954826
848	0.1866930199
849	0.1865739059
850	0.1863598251
851	0.186288147
852	0.1861318779
853	0.185904789
854	0.1858117294
855	0.1855995369
856	0.1854105949
857	0.1852927971
858	0.1849963379
859	0.1847961044
860	0.184557724
861	0.1844668198
862	0.1843890572
863	0.1842596436
864	0.1840154839
865	0.1839167023
866	0.1838568115
867	0.1837423134
868	0.183599205
869	0.1835621452
870	0.1833501053
871	0.1832536316
872	0.1830460548
873	0.1829462242
874	0.1827290344
875	0.1825615311
876	0.1824378395
877	0.1823426056
878	0.1822040176
879	0.182102623
880	0.1818185425
881	0.1817275238
882	0.18164608
883	0.1815105057
884	0.1813805008
885	0.1811999512
886	0.1810241699
887	0.1809469986
888	0.1808778381
889	0.1807520294
890	0.1805561447
891	0.1803894043
892	0.1802711487
893	0.1801493073
894	0.1800151825
895	0.1798698044
896	0.1797612
897	0.1796515656
898	0.1795750999
899	0.179443512
900	0.1791390419
901	0.1789093018
902	0.1787707329
903	0.1787179565
904	0.1784591293
905	0.1781985092
906	0.1780517197
907	0.1779011536
908	0.177782402
909	0.1776463699
910	0.177528038
911	0.1772548294
912	0.1771565628
913	0.1770665359
914	0.1768352127
915	0.1767288399
916	0.1766672134
917	0.1765288544
918	0.176390667
919	0.1762945175
920	0.1761138535
921	0.1760873222
922	0.1759920883
923	0.1758696938
924	0.1757537842
925	0.1754966736
926	0.1753562546
927	0.1751921272
928	0.175062294
929	0.1749689102
930	0.1748622131
931	0.1746955109
932	0.1745259666
933	0.1742885208
934	0.1739754677
935	0.1737270927
936	0.173555603
937	0.1734614944
938	0.1732450104
939	0.1731660271
940	0.1729961395
941	0.1729474258
942	0.1727510643
943	0.1725269508
944	0.1724137115
945	0.172341938
946	0.1720652771
947	0.1719026947
948	0.1718123245
949	0.1716057968
950	0.1713513756
951	0.1712639236
952	0.1712261009
953	0.1710759926
954	0.1710671234
955	0.1709534073
956	0.1707654381
957	0.1706393814
958	0.1705072403
959	0.170308857
960	0.1700107002
961	0.1698120499
962	0.169633255
963	0.16949543
964	0.1693766594
965	0.1691730499
966	0.1689844513
967	0.1688628387
968	0.1687865067
969	0.1685331726
970	0.168376503
971	0.1682122231
972	0.1680687523
973	0.1680115128
974	0.1677357864
975	0.1675164223
976	0.1673968124
977	0.1673061562
978	0.1671912384
979	0.1670151711
980	0.1668011475
981	0.1666247177
982	0.1663748932
983	0.1661448669
984	0.165995903
985	0.1658731461
986	0.1657195282
987	0.1655610847
988	0.1654316902
989	0.165291996
990	0.1652640915
991	0.1651636124
992	0.1649603271
993	0.1647473907
994	0.1644543076
995	0.1643961334
996	0.1642195892
997	0.16404953
998	0.1639275742
999	0.1637896729
