iter	Passed	Remaining
241	613	653
242	615	651
243	618	648
244	620	646
245	623	643
246	625	641
247	628	638
248	630	635
249	633	633
250	635	630
251	637	627
252	640	624
253	642	622
254	645	619
255	647	617
256	649	614
257	652	611
258	654	609
259	657	606
260	659	604
261	662	601
262	665	599
263	668	597
264	671	595
265	673	592
266	676	590
267	678	587
268	681	585
269	684	582
270	686	580
271	689	577
272	691	575
273	694	572
274	696	569
275	699	567
276	701	564
277	704	562
278	706	559
279	709	557
280	711	554
281	714	552
282	716	549
283	719	547
284	722	544
285	725	542
286	727	540
287	730	537
288	732	535
289	735	532
290	738	530
291	740	527
292	743	525
293	745	522
294	748	520
295	750	517
296	753	514
297	755	512
298	757	509
299	760	506
300	763	504
301	766	502
302	769	500
303	771	497
304	773	494
305	776	492
306	778	489
307	780	486
308	783	484
309	785	481
310	787	478
311	790	476
312	792	473
313	794	470
314	797	468
315	800	465
316	802	463
317	804	460
318	806	457
319	809	455
320	811	452
321	813	449
322	815	447
323	817	444
324	819	441
325	822	438
326	824	436
327	826	433
328	829	431
329	831	428
330	834	426
331	837	423
332	839	421
333	841	418
334	843	415
335	846	412
336	848	410
337	851	407
338	853	405
339	855	402
340	858	400
341	860	397
342	863	395
343	866	392
344	868	390
345	870	387
346	873	384
347	875	382
348	877	379
349	880	377
350	883	375
351	887	373
352	890	370
353	893	368
354	896	366
355	899	363
356	901	361
357	904	358
358	907	356
359	910	353
360	913	351
361	915	349
362	918	346
363	921	344
364	923	341
365	926	339
366	929	336
367	932	334
368	934	331
369	937	329
370	939	326
371	942	324
372	945	321
373	947	319
374	950	316
375	953	314
376	956	312
377	959	309
378	961	307
379	964	304
380	967	302
381	970	299
382	973	297
383	975	294
384	978	292
385	980	289
386	983	287
387	985	284
388	987	281
389	990	279
390	993	276
391	995	274
392	998	271
393	1000	269
394	1003	266
395	1005	264
396	1008	261
397	1010	259
398	1013	256
399	1016	254
400	1018	251
401	1021	249
402	1023	246
403	1026	243
404	1029	241
405	1031	238
406	1034	236
407	1037	233
408	1039	231
409	1042	228
410	1044	226
411	1047	223
412	1049	221
413	1052	218
414	1055	216
415	1057	213
416	1060	210
417	1062	208
418	1065	205
419	1067	203
420	1070	200
421	1072	198
422	1075	195
423	1078	193
424	1080	190
425	1083	188
426	1086	185
427	1088	183
428	1091	180
429	1094	178
430	1096	175
431	1099	172
432	1101	170
433	1104	167
434	1107	165
435	1109	162
436	1112	160
437	1114	157
438	1117	155
439	1119	152
440	1122	150
441	1124	147
442	1127	145
443	1129	142
444	1131	139
445	1134	137
446	1136	134
447	1139	132
448	1141	129
449	1144	127
450	1147	124
451	1149	122
452	1152	119
453	1154	116
454	1157	114
455	1159	111
456	1161	109
457	1164	106
458	1166	104
459	1169	101
460	1171	99
461	1173	96
462	1175	93
463	1178	91
464	1180	88
465	1182	86
466	1185	83
467	1187	81
468	1190	78
469	1192	76
470	1194	73
471	1197	71
472	1199	68
473	1202	65
474	1204	63
475	1206	60
476	1209	58
477	1212	55
478	1214	53
479	1217	50
480	1219	48
481	1222	45
482	1224	43
483	1227	40
484	1229	38
485	1232	35
486	1234	32
487	1237	30
488	1239	27
489	1241	25
490	1244	22
491	1246	20
492	1248	17
493	1251	15
494	1253	12
495	1256	10
496	1258	7
497	1261	5
498	1264	2
499	1266	0
