iter	Logloss
340	0.1938963161
341	0.1936146725
342	0.1930277434
343	0.1926601835
344	0.1922099604
345	0.1916213903
346	0.1910757891
347	0.1907521685
348	0.1903917649
349	0.1896493252
350	0.1888602577
351	0.1885814406
352	0.1882357259
353	0.1876565378
354	0.1867206157
355	0.1865286017
356	0.186316959
357	0.1860138008
358	0.1853813312
359	0.1852734244
360	0.1848072529
361	0.184357672
362	0.1840569168
363	0.1833306577
364	0.182718504
365	0.1822744218
366	0.181339116
367	0.1810153007
368	0.1804635223
369	0.1798185898
370	0.1793005007
371	0.1789220238
372	0.1785779131
373	0.1777476684
374	0.1769168237
375	0.1766094984
376	0.1763826038
377	0.1760163398
378	0.1758097754
379	0.1748680427
380	0.173595596
381	0.1734598628
382	0.1732890809
383	0.1730222068
384	0.1724880977
385	0.1716969316
386	0.1714109966
387	0.1709980466
388	0.1702547725
389	0.1700672453
390	0.1695032426
391	0.1691501087
392	0.1686496553
393	0.1682201177
394	0.167595769
395	0.1673499033
396	0.1669540546
397	0.1664284718
398	0.1658535254
399	0.165357063
400	0.1651212015
401	0.1646377169
402	0.1644062141
403	0.1642603337
404	0.1637057677
405	0.1630794489
406	0.1628082916
407	0.1624082958
408	0.1616670513
409	0.1611268363
410	0.1608104319
411	0.1603877251
412	0.1597997757
413	0.1596224943
414	0.1592300534
415	0.158665456
416	0.1580944145
417	0.1576063118
418	0.1571676846
419	0.156662337
420	0.1561605656
421	0.1558620307
422	0.1555917264
423	0.15528933
424	0.1552286587
425	0.1549538987
426	0.1544496696
427	0.1542063502
428	0.1537986603
429	0.1534360405
430	0.1531946317
431	0.1528606683
432	0.1527994578
433	0.1525419464
434	0.1521028372
435	0.1518463939
436	0.1517769241
437	0.1516022765
438	0.1511311013
439	0.1508934602
440	0.1504998864
441	0.1503092078
442	0.1501223926
443	0.1500428082
444	0.1497144334
445	0.1492980127
446	0.1491413626
447	0.1490211899
448	0.1483699298
449	0.1482182243
450	0.1480072712
451	0.1475562481
452	0.1473096458
453	0.1467850117
454	0.1463300988
455	0.1458136422
456	0.1452959946
457	0.1447988271
458	0.1441877823
459	0.1437320006
460	0.1432865551
461	0.1431725127
462	0.1430279753
463	0.1429569576
464	0.1427951312
465	0.1425822457
466	0.1421254247
467	0.1420893411
468	0.1416452025
469	0.1411914416
470	0.1411299292
471	0.1409598035
472	0.140502386
473	0.1400102132
474	0.1399504982
475	0.1394565582
476	0.1389323142
477	0.1384757146
478	0.1382229207
479	0.1378686677
480	0.1371906271
481	0.1367016507
482	0.1360881619
483	0.1357383015
484	0.1356867425
485	0.135291755
486	0.1351890127
487	0.1349603836
488	0.1345384211
489	0.1343467375
490	0.1340031428
491	0.1337990512
492	0.1332643684
493	0.1326318626
494	0.1322143795
495	0.1319207579
496	0.1317853634
497	0.1316188214
498	0.1311678518
499	0.1308237417
